GO_term,UNIPROT_ID,UNIPROT_name,GO_evidence_code
0005769,P02652,APOA2,TAS
0005769,P02655,APOC2,TAS
0005769,P02656,APOC3,TAS
0005769,P02786,TFRC,IEA
0005769,P02787,TF,IDA
0005769,P04114,APOB,TAS
0005769,P04629,NTRK1,ISS
0005769,P06727,APOA4,TAS
0005769,P07355,ANXA2,IEA
0005769,P07550,ADRB2,IEA
0005769,P07949,RET,IEA
0005769,P08588,ADRB1,IDA
0005769,P10809,HSPD1,IDA
0005769,P11717,IGF2R,IMP
0005769,P13569,CFTR,IDA
0005769,P14373,TRIM27,IEA
0005769,P15812,CD1E,IEA
0005769,P17302,GJA1,IEA
0005769,P18031,PTPN1,IDA
0005769,P19320,VCAM1,IDA
0005769,P20339,RAB5A,IDA
0005769,P25106,ACKR3,IEA
0005769,P25116,F2R,IDA
0005769,P27361,MAPK3,TAS
0005769,P28482,MAPK1,TAS
0005769,P29320,EPHA3,IDA
0005769,P30048,PRDX3,IDA
0005769,P31146,CORO1A,IEA
0005769,P31751,AKT2,IEA
0005769,P35232,PHB,IDA
0005769,P35240,NF2,IDA
0005769,P35968,KDR,ISS
0005769,P36507,MAP2K2,TAS
0005769,P40818,USP8,IDA
0005769,P49281,SLC11A2,IDA
0005769,P49754,VPS41,IEA
0005769,P49757,NUMB,IEA
0005769,P51787,KCNQ1,IDA
0005769,P51787,KCNQ1,IMP
0005769,P51790,CLCN3,IDA
0005769,P52198,RND2,IEA
0005769,P53675,CLTCL1,IDA
0005769,P55085,F2RL1,IDA
0005769,P56817,BACE1,IDA
0005769,P57729,RAB38,IDA
0005769,P57768,SNX16,IDA
0005769,P61073,CXCR4,IDA
0005769,P61106,RAB14,ISS
0005769,P62330,ARF6,IEA
0005769,P62745,RHOB,IEA
0005769,P62820,RAB1A,IEA
0005769,P62834,RAP1A,ISS
0005769,P62955,CACNG7,IEA
0005769,P98196,ATP11A,IEA
0005769,Q01484,ANK2,IEA
0005769,Q01968,OCRL,IDA
0005769,Q02750,MAP2K1,TAS
0005769,Q02818,NUCB1,IEA
0005769,Q07954,LRP1,IDA
0005769,Q0VAM2,RASGEF1B,IEA
0005769,Q12768,WASHC5,IDA
0005769,Q12974,PTP4A2,IEA
0005769,Q13286,CLN3,IDA
0005769,Q13492,PICALM,IDA
0005769,Q13636,RAB31,IDA
0005769,Q13637,RAB32,IDA
0005769,Q13905,RAPGEF1,IDA
0005769,Q14694,USP10,IDA
0005769,Q14699,RFTN1,IEA
0005769,Q15036,SNX17,IDA
0005769,Q15049,MLC1,ISS
0005769,Q15075,EEA1,IDA
0005769,Q15276,RABEP1,TAS
0005769,Q16570,ACKR1,IEA
0005769,Q16620,NTRK2,ISS
0005769,Q16853,AOC3,IDA
0005769,Q2M389,WASHC4,IEA
0005769,Q30201,HFE,IDA
0005769,Q4G0F5,VPS26B,ISS
0005769,Q567U6,CCDC93,IEA
0005769,Q5M8T2,SLC35D3,IEA
0005769,Q5R372,RABGAP1L,IDA
0005769,Q5SRD0,WASHC2D,ISS
0005769,Q5SW96,LDLRAP1,IDA
0005769,Q5T1M5,FKBP15,IEA
0005769,Q5T9L3,WLS,IDA
0005769,Q5VV43,KIAA0319,IDA
0005769,Q5VW38,GPR107,IEA
0005769,Q5VYK3,ECPAS,IDA
0005769,Q63HQ0,AP1AR,IEA
0005769,Q641Q2,WASHC2A,ISS
0005769,Q6ICB4,PHETA2,IDA
0005769,Q6IQ20,NAPEPLD,ISS
0005769,Q6UWI2,PARM1,IDA
0005769,Q6UXF1,TMEM108,ISS
0005769,Q6VEQ5,WASH2P,ISS
0005769,Q6XR72,SLC30A10,IDA
0005769,Q6ZNL6,FGD5,IEA
0005769,Q7RTP0,NIPA1,IEA
0005769,Q7Z3J2,C16orf62,IEA
0005769,Q7Z3T8,ZFYVE16,IDA
0005769,Q86VI4,LAPTM4B,IDA
0005769,Q86YJ7,ANKRD13B,IEA
0005769,Q8IUQ4,SIAH1,IEA
0005769,Q8IVY1,C1orf210,IEA
0005769,Q8IWB7,WDFY1,IDA
0005769,Q8IWU2,LMTK2,IDA
0005769,Q8N3F8,MICALL1,IDA
0005769,Q8N3P4,VPS8,IDA
0005769,Q8N4B1,PHETA1,IDA
0005769,Q8N4V1,MMGT1,ISS
0005769,Q8N668,COMMD1,IDA
0005769,Q8N8Q9,NIPA2,IEA
0005769,Q8NBP7,PCSK9,IDA
0005769,Q8NCT1,ARRDC4,IEA
0005769,Q8NFT2,STEAP2,IDA
0005769,Q8NFT8,DNER,IDA
0005769,Q8TB24,RIN3,IDA
0005769,Q8TBP0,TBC1D16,IDA
0005769,Q8TDB6,DTX3L,IDA
0005769,Q8TDQ0,HAVCR2,IEA
0005769,Q8WUH2,TGFBRAP1,IDA
0005769,Q92186,ST8SIA2,IEA
0005769,Q92544,TM9SF4,IDA
0005769,Q92622,RUBCN,IDA
0005769,Q92673,SORL1,IMP
0005769,Q92673,SORL1,IDA
0005769,Q93096,PTP4A1,IEA
0005769,Q96A57,TMEM230,IDA
0005769,Q96AX1,VPS33A,IDA
0005769,Q96AX9,MIB2,IEA
0005769,Q96B67,ARRDC3,IEA
0005769,Q96BR1,SGK3,IEA
0005769,Q96C92,SDCCAG3,IDA
0005769,Q96J02,ITCH,IDA
0005769,Q96L92,SNX27,IDA
0005769,Q96L93,KIF16B,IDA
0005769,Q96NW4,ANKRD27,IDA
0005769,Q96P53,WDFY2,IDA
0005769,Q96Q42,ALS2,IDA
0005769,Q96QK1,VPS35,IDA
0005769,Q96S38,RPS6KC1,IDA
0005769,Q99523,SORT1,IDA
0005769,Q99527,GPER1,IDA
0005769,Q99816,TSG101,IDA
0005769,Q99962,SH3GL2,ISS
0005769,Q9BUN8,DERL1,IEA
0005769,Q9BV40,VAMP8,TAS
0005769,Q9BVN2,RUSC1,ISS
0005769,Q9BW19,KIFC1,IEA
0005769,Q9BXF6,RAB11FIP5,ISS
0005769,Q9GZP9,DERL2,IEA
0005769,Q9H269,VPS16,IDA
0005769,Q9H270,VPS11,IDA
0005769,Q9H3S7,PTPN23,IDA
0005769,Q9H5N1,RABEP2,IEA
0005769,Q9H7P6,MVB12B,IDA
0005769,Q9H9C1,VIPAS39,IDA
0005769,Q9HD42,CHMP1A,IDA
0005769,Q9NP78,ABCB9,IDA
0005769,Q9NPB9,ACKR4,IEA
0005769,Q9NQA3,WASH6P,ISS
0005769,Q9P253,VPS18,IEA
0005769,Q9P2R3,ANKFY1,IDA
0005769,Q9P2Y5,UVRAG,IDA
0005769,Q9UBQ0,VPS29,IEA
0005769,Q9UHC6,CNTNAP2,IDA
0005769,Q9UJ41,RABGEF1,IMP
0005769,Q9UJ55,MAGEL2,IEA
0005769,Q9UJU6,DBNL,IEA
0005769,Q9UK41,VPS28,IDA
0005769,Q9UKG1,APPL1,ISS
0005769,Q9UKP6,UTS2R,IEA
0005769,Q9UL26,RAB22A,IDA
0005769,Q9UMY4,SNX12,IDA
0005769,Q9UN37,VPS4A,IDA
0005769,Q9UNF0,PACSIN2,IEA
0005769,Q9UNK0,STX8,IDA
0005769,Q9UPV9,TRAK1,IDA
0005769,Q9UQV4,LAMP3,IDA
0005769,Q9Y2G3,ATP11B,IEA
0005769,Q9Y2H2,INPP5F,IDA
0005769,Q9Y2I1,NISCH,IEA
0005769,Q9Y328,NSG2,ISS
0005769,Q9Y3C0,WASHC3,IEA
0005769,Q9Y3C5,RNF11,IEA
0005769,Q9Y4E1,WASHC2C,IDA
0005769,Q9Y4I1,MYO5A,IDA
0005769,Q9Y5C1,ANGPTL3,IEA
0005769,Q9Y5S8,NOX1,IDA
0005769,Q9Y5W8,SNX13,IDA
0005769,Q9Y5X9,LIPG,IDA
0005769,Q9Y6W5,WASF2,IEA
0005769,Q96NW4,ANKRD27,IBA
0005769,Q8N4V1,MMGT1,IBA
0005769,Q9NW61,PLEKHJ1,IBA
0005769,P51795,CLCN5,IBA
0005769,K7ERQ8,K7ERQ8,IBA
0005769,Q8N9S9,SNX31,IBA
0005769,P61106,RAB14,IBA
0005769,Q9BXF6,RAB11FIP5,IBA
0005769,Q96L92,SNX27,IBA
0005769,Q14694,USP10,IBA
0005769,Q96S38,RPS6KC1,IBA
0005769,Q01968,OCRL,IBA
0005769,P51793,CLCN4,IBA
0005769,Q8TBP0,TBC1D16,IBA
0005769,Q6ICB4,PHETA2,IBA
0005769,O95405,ZFYVE9,IBA
0005769,P51148,RAB5C,IBA
0005769,Q9UL26,RAB22A,IBA
0005769,P61020,RAB5B,IBA
0005769,Q9H0T7,RAB17,IBA
0005769,Q8IVG5,SAMD9L,IBA
0005769,Q8N4B1,PHETA1,IBA
0005769,Q92544,TM9SF4,IBA
0005769,P51790,CLCN3,IBA
0005769,Q8N8Y2,ATP6V0D2,IBA
0005769,Q16853,AOC3,IBA
0005769,Q15036,SNX17,IBA
0005769,P61421,ATP6V0D1,IBA
0005769,Q9NX57,RAB20,IBA
0005769,Q7Z3T8,ZFYVE16,IBA
0005769,P20339,RAB5A,IBA
0005769,P11717,IGF2R,IBA
0005769,Q9UL25,RAB21,IBA
0005769,Q9Y2H2,INPP5F,IBA
0005768,A5D8T8,CLEC18A,TAS
0005768,O14525,ASTN1,IEA
0005768,O14964,HGS,IDA
0005768,O15144,ARPC2,IEA
0005768,O15243,LEPROT,IDA
0005768,O15400,STX7,IDA
0005768,O15498,YKT6,IDA
0005768,O15511,ARPC5,IEA
0005768,O60664,PLIN3,TAS
0005768,O60749,SNX2,IDA
0005768,O60784,TOM1,IDA
0005768,O60826,CCDC22,IEA
0005768,O75154,RAB11FIP3,IDA
0005768,O75340,PDCD6,IEA
0005768,O75351,VPS4B,IDA
0005768,O75379,VAMP4,TAS
0005768,O75436,VPS26A,IDA
0005768,O75674,TOM1L1,IDA
0005768,O75791,GRAP2,IDA
0005768,O75901,RASSF9,IDA
0005768,O75914,PAK3,IEA
0005768,O75923,DYSF,IDA
0005768,O75955,FLOT1,IDA
0005768,O94832,MYO1D,ISS
0005768,O95741,CPNE6,IEA
0005768,P00533,EGFR,IDA
0005768,P01138,NGF,TAS
0005768,P02786,TFRC,IDA
0005768,P04083,ANXA1,IDA
0005768,P04629,NTRK1,TAS
0005768,P05023,ATP1A1,IEA
0005768,P05067,APP,IDA
0005768,P06241,FYN,IDA
0005768,P07355,ANXA2,IDA
0005768,P07550,ADRB2,TAS
0005768,P08138,NGFR,TAS
0005768,P08842,STS,TAS
0005768,P09429,HMGB1,IEA
0005768,P11717,IGF2R,IDA
0005768,P12821,ACE,IDA
0005768,P12830,CDH1,IEA
0005768,P13498,CYBA,IEA
0005768,P14091,CTSE,IDA
0005768,P14373,TRIM27,IDA
0005768,P14784,IL2RB,TAS
0005768,P15311,EZR,IDA
0005768,P15328,FOLR1,IEA
0005768,P17405,SMPD1,IDA
0005768,P17948,FLT1,IEA
0005768,P18825,ADRA2C,TAS
0005768,P20062,TCN2,TAS
0005768,P20336,RAB3A,IEA
0005768,P20339,RAB5A,ISS
0005768,P20645,M6PR,IDA
0005768,P21453,S1PR1,IEA
0005768,P22455,FGFR4,IEA
0005768,P22888,LHCGR,TAS
0005768,P23458,JAK1,TAS
0005768,P24941,CDK2,IDA
0005768,P25106,ACKR3,IDA
0005768,P27352,GIF,IDA
0005768,P27352,GIF,TAS
0005768,P28799,GRN,IDA
0005768,P30411,BDKRB2,IDA
0005768,P30518,AVPR2,TAS
0005768,P30533,LRPAP1,IDA
0005768,P30622,CLIP1,TAS
0005768,P31785,IL2RG,TAS
0005768,P32121,ARRB2,IEA
0005768,P34998,CRHR1,IEA
0005768,P35052,GPC1,IEA
0005768,P35372,OPRM1,ISS
0005768,P35968,KDR,IDA
0005768,P36543,ATP6V1E1,ISS
0005768,P36897,TGFBR1,IEA
0005768,P37288,AVPR1A,TAS
0005768,P40933,IL15,TAS
0005768,P41586,ADCYAP1R1,IEA
0005768,P41743,PRKCI,IEA
0005768,P42857,NSG1,ISS
0005768,P42892,ECE1,IDA
0005768,P45844,ABCG1,ISS
0005768,P46109,CRKL,TAS
0005768,P46527,CDKN1B,IEA
0005768,P47871,GCGR,IEA
0005768,P47901,AVPR1B,TAS
0005768,P49407,ARRB1,IEA
0005768,P49685,GPR15,IDA
0005768,P50570,DNM2,IEA
0005768,P50993,ATP1A2,IEA
0005768,P51148,RAB5C,IDA
0005768,P51681,CCR5,IDA
0005768,P52333,JAK3,TAS
0005768,P52824,DGKQ,IDA
0005768,P56817,BACE1,IDA
0005768,P61020,RAB5B,IDA
0005768,P61026,RAB10,IDA
0005768,P61586,RHOA,IMP
0005768,P62330,ARF6,TAS
0005768,P62330,ARF6,IDA
0005768,P62993,GRB2,IDA
0005768,Q00610,CLTC,IDA
0005768,Q03135,CAV1,IDA
0005768,Q04900,CD164,IDA
0005768,Q05513,PRKCZ,IEA
0005768,Q06495,SLC34A1,IEA
0005768,Q07912,TNK2,ISS
0005768,Q12846,STX4,IDA
0005768,Q13114,TRAF3,IEA
0005768,Q13239,SLA,IEA
0005768,Q13261,IL15RA,TAS
0005768,Q13393,PLD1,IDA
0005768,Q13596,SNX1,IDA
0005768,Q13639,HTR4,IEA
0005768,Q13829,TNFAIP1,IDA
0005768,Q13905,RAPGEF1,TAS
0005768,Q14254,FLOT2,IDA
0005768,Q14457,BECN1,IDA
0005768,Q14654,KCNJ11,IEA
0005768,Q14699,RFTN1,IDA
0005768,Q14C86,GAPVD1,IEA
0005768,Q15036,SNX17,IDA
0005768,Q15049,MLC1,IDA
0005768,Q15276,RABEP1,IDA
0005768,Q16512,PKN1,IDA
0005768,Q16602,CALCRL,IDA
0005768,Q16849,PTPRN,ISS
0005768,Q2M389,WASHC4,IDA
0005768,Q3MJ13,WDR72,IEA
0005768,Q56VL3,OCIAD2,IEA
0005768,Q5JTD0,TJAP1,IEA
0005768,Q5S007,LRRK2,ISS
0005768,Q5SYC1,CLVS2,IDA
0005768,Q5T0T0,8-Mar,IDA
0005768,Q6UXF7,CLEC18B,TAS
0005768,Q6Y7W6,GIGYF2,IDA
0005768,Q6ZMB5,TMEM184A,ISS
0005768,Q7L804,RAB11FIP2,IDA
0005768,Q7Z3C6,ATG9A,IDA
0005768,Q7Z6M1,RABEPK,TAS
0005768,Q86UD3,3-Mar,IDA
0005768,Q86VI4,LAPTM4B,IDA
0005768,Q86VN1,VPS36,IDA
0005768,Q86XP1,DGKH,IDA
0005768,Q86YS3,RAB11FIP4,IDA
0005768,Q8IUQ0,CLVS1,IDA
0005768,Q8IY95,TMEM192,IDA
0005768,Q8IZ08,GPR135,IDA
0005768,Q8N3D4,EHBP1L1,IEA
0005768,Q8NCF0,CLEC18C,TAS
0005768,Q8NCT1,ARRDC4,IDA
0005768,Q8ND25,ZNRF1,IDA
0005768,Q8NDI1,EHBP1,IEA
0005768,Q8NEV8,EXPH5,IDA
0005768,Q8TCQ1,1-Mar,IDA
0005768,Q8TE54,SLC26A7,IDA
0005768,Q8WU20,FRS2,TAS
0005768,Q8WXA3,RUFY2,ISS
0005768,Q92633,LPAR1,IDA
0005768,Q92673,SORL1,IDA
0005768,Q93045,STMN2,IEA
0005768,Q96AJ9,VTI1A,ISS
0005768,Q96AW1,VOPP1,IDA
0005768,Q96B67,ARRDC3,IDA
0005768,Q96C24,SYTL4,IDA
0005768,Q96C92,SDCCAG3,IDA
0005768,Q96HB5,CCDC120,IEA
0005768,Q96L92,SNX27,IC
0005768,Q96L93,KIF16B,IDA
0005768,Q96LT7,C9orf72,IDA
0005768,Q96NT0,CCDC115,IEA
0005768,Q96QK1,VPS35,IDA
0005768,Q96S99,PLEKHF1,IDA
0005768,Q96T51,RUFY1,IDA
0005768,Q99726,SLC30A3,TAS
0005768,Q99805,TM9SF2,TAS
0005768,Q99816,TSG101,IDA
0005768,Q9BQG1,SYT3,IDA
0005768,Q9BSA9,TMEM175,IDA
0005768,Q9BTU6,PI4K2A,ISS
0005768,Q9BY43,CHMP4A,IDA
0005768,Q9BZC7,ABCA2,IDA
0005768,Q9BZJ7,GPR62,IDA
0005768,Q9BZJ8,GPR61,IDA
0005768,Q9H0A6,RNF32,IDA
0005768,Q9H1C4,UNC93B1,ISS
0005768,Q9H1C4,UNC93B1,IDA
0005768,Q9H1K0,RBSN,NAS
0005768,Q9H270,VPS11,IDA
0005768,Q9H3S7,PTPN23,IDA
0005768,Q9H444,CHMP4B,IDA
0005768,Q9H4A6,GOLPH3,IEA
0005768,Q9H9H4,VPS37B,IDA
0005768,Q9HBG4,ATP6V0A4,ISS
0005768,Q9NP58,ABCB6,ISS
0005768,Q9NQE7,PRSS16,IDA
0005768,Q9NR09,BIRC6,IDA
0005768,Q9NR96,TLR9,ISS
0005768,Q9NTI2,ATP8A2,IEA
0005768,Q9NUM4,TMEM106B,IDA
0005768,Q9NX40,OCIAD1,ISS
0005768,Q9NYA4,MTMR4,IDA
0005768,Q9NYK1,TLR7,ISS
0005768,Q9NYM9,BET1L,IDA
0005768,Q9P2R3,ANKFY1,IDA
0005768,Q9UBF8,PI4KB,TAS
0005768,Q9UBP0,SPAST,IDA
0005768,Q9UBQ0,VPS29,IDA
0005768,Q9UIL1,SCOC,IDA
0005768,Q9UJ55,MAGEL2,IDA
0005768,Q9UK41,VPS28,IDA
0005768,Q9UL25,RAB21,IDA
0005768,Q9ULJ7,ANKRD50,IEA
0005768,Q9ULQ1,TPCN1,TAS
0005768,Q9ULX5,RNF112,ISS
0005768,Q9UN37,VPS4A,IDA
0005768,Q9UNK0,STX8,IDA
0005768,Q9UQN3,CHMP2B,IDA
0005768,Q9Y328,NSG2,ISS
0005768,Q9Y4E1,WASHC2C,IDA
0005768,Q9Y5W9,SNX11,IDA
0005768,Q9Y5Z0,BACE2,IEA
0005768,Q8NEB9,PIK3C3,IBA
0005768,Q9Y328,NSG2,IBA
0005768,Q13596,SNX1,IBA
0005768,O15243,LEPROT,IBA
0005768,P20339,RAB5A,IBA
0005768,P61026,RAB10,IBA
0005768,Q9H0T7,RAB17,IBA
0005768,Q9NX57,RAB20,IBA
0005768,Q9BSA9,TMEM175,IBA
0005768,Q96FJ0,STAMBPL1,IBA
0005768,Q63HQ0,AP1AR,IBA
0005768,P56817,BACE1,IBA
0005768,Q96E17,RAB3C,IBA
0005768,O75901,RASSF9,IBA
0005768,Q5S007,LRRK2,IBA
0005768,Q4G0F5,VPS26B,IBA
0005768,O95630,STAMBP,IBA
0005768,O43493,TGOLN2,IBA
0005768,Q687X5,STEAP4,IBA
0005768,Q5JWR5,DOPEY1,IBA
0005768,P51148,RAB5C,IBA
0005768,Q6NZ63,STEAP1B,IBA
0005768,Q8N668,COMMD1,IBA
0005768,Q658P3,STEAP3,IBA
0005768,P20337,RAB3B,IBA
0005768,Q9Y5Z0,BACE2,IBA
0005768,Q9BTU6,PI4K2A,IBA
0005768,P61018,RAB4B,IBA
0005768,Q8NEV8,EXPH5,IBA
0005768,Q9Y3R5,DOPEY2,IBA
0005768,P42857,NSG1,IBA
0005768,Q8TCG2,PI4K2B,IBA
0005768,P20336,RAB3A,IBA
0005768,E9PAM4,E9PAM4,IBA
0005768,Q9NQE7,PRSS16,IBA
0005768,P51790,CLCN3,IBA
0005768,Q04900,CD164,IBA
0005768,P20338,RAB4A,IBA
0005768,P59190,RAB15,IBA
0005768,Q7L804,RAB11FIP2,IBA
0005768,Q15907,RAB11B,IBA
0005768,Q2M389,WASHC4,IBA
0005768,Q9H269,VPS16,IBA
0005768,G5E9Z4,PI4K2B,IBA
0005768,Q9H1C4,UNC93B1,IBA
0005768,Q8IUQ0,CLVS1,IBA
0005768,P62491,RAB11A,IBA
0005768,A0A0A6YYJ2,NSG1,IBA
0005768,O75436,VPS26A,IBA
0005768,Q9NYX4,CALY,IBA
0005768,O14972,DSCR3,IBA
0005768,Q969Q5,RAB24,IBA
0005768,P61020,RAB5B,IBA
0005768,P51795,CLCN5,IBA
0005768,Q5SYC1,CLVS2,IBA
0005768,O95716,RAB3D,IBA
0005768,P62330,ARF6,IBA
0005768,P14091,CTSE,IBA
0005768,Q9P253,VPS18,IBA
0005768,P61006,RAB8A,IBA
0005768,Q8NFT2,STEAP2,IBA
0005768,Q8N2U9,PQLC1,IBA
0005768,Q9UHE8,STEAP1,IBA
0005768,O75110,ATP9A,IBA
0005768,E5RGE8,HMP19,IBA
0005768,O60749,SNX2,IBA
0005768,K7ERQ8,K7ERQ8,IBA
0005768,O43861,ATP9B,IBA
0005768,Q92930,RAB8B,IBA
0005768,P51793,CLCN4,IBA
0005768,Q96LT7,C9orf72,IBA
0005768,Q9H270,VPS11,IBA
0005768,Q9UBQ0,VPS29,IBA
0005768,O95214,LEPROTL1,IBA
0005768,P57735,RAB25,IBA
0070506,Q86SU0,ILDR1,IEA
0070506,Q8WTV0,SCARB1,IMP
0070506,Q8WTV0,SCARB1,IDA
0070287,Q6ZMJ2,SCARA5,ISS
0004998,P02786,TFRC,IC
0004998,P02786,TFRC,NAS
0004998,P02786,TFRC,IDA
0004998,Q9UP52,TFR2,NAS
0004998,Q9UP52,TFR2,IDA
0004873,P07306,ASGR1,IEA
0004873,P07307,ASGR2,TAS
0020028,O60494,CUBN,IBA
0150024,P16671,CD36,IMP
0150025,P16671,CD36,IMP
0044351,P49137,MAPKAPK2,ISS
0044351,P50570,DNM2,IEA
0044351,Q16644,MAPKAPK3,ISS
0044351,Q5VZK9,CARMIL1,IDA
0044351,Q8WV41,SNX33,IMP
0044351,Q92608,DOCK2,ISS
0044351,Q9BZG1,RAB34,IDA
0044351,Q9ULZ3,PYCARD,ISS
0005041,O75581,LRP6,IDA
0005041,P01130,LDLR,TAS
0005041,P01130,LDLR,IC
0005041,P01130,LDLR,IDA
0005041,P01130,LDLR,IMP
0005041,P16671,CD36,IMP
0005041,P16671,CD36,TAS
0005041,P98155,VLDLR,TAS
0005041,P98164,LRP2,TAS
0005041,Q07954,LRP1,TAS
0005041,Q14114,LRP8,TAS
0005041,Q7Z4F1,LRP10,IEA
0005041,Q8WWQ8,STAB2,IDA
0005041,Q92673,SORL1,TAS
0005041,Q9H2A7,CXCL16,ISS
0005041,Q9NY15,STAB1,IDA
0005041,Q9Y561,LRP12,NAS
0005041,Q8WWQ8,STAB2,IBA
0005041,O75581,LRP6,IBA
0005041,Q9H2A7,CXCL16,IBA
0005044,A0A2R8Y3M9,A0A2R8Y3M9,IEA
0005044,A1L4H1,SSC5D,ISS
0005044,O00590,ACKR2,IMP
0005044,O14638,ENPP3,IEA
0005044,O15393,TMPRSS2,IEA
0005044,O43866,CD5L,IEA
0005044,P04004,VTN,IEA
0005044,P05156,CFI,IEA
0005044,P06127,CD5,IEA
0005044,P16671,CD36,TAS
0005044,P21128,ENDOU,IEA
0005044,P21757,MSR1,TAS
0005044,P22413,ENPP1,IEA
0005044,P25106,ACKR3,IMP
0005044,P30203,CD6,IEA
0005044,P56730,PRSS12,IEA
0005044,P57727,TMPRSS3,IEA
0005044,P58215,LOXL3,IEA
0005044,P98073,TMPRSS15,IEA
0005044,Q07954,LRP1,TAS
0005044,Q08380,LGALS3BP,IEA
0005044,Q13822,ENPP2,IEA
0005044,Q14108,SCARB2,TAS
0005044,Q14162,SCARF1,IDA
0005044,Q15109,AGER,TAS
0005044,Q4G0T1,Q4G0T1,IEA
0005044,Q5KU26,COLEC12,TAS
0005044,Q6AZY7,SCARA3,TAS
0005044,Q6ZMJ2,SCARA5,IEA
0005044,Q86VB7,CD163,NAS
0005044,Q8IVN8,SBSPON,IEA
0005044,Q8WTU2,SSC4D,IEA
0005044,Q8WTV0,SCARB1,TAS
0005044,Q8WWQ8,STAB2,IDA
0005044,Q92954,PRG4,IEA
0005044,Q96JB6,LOXL4,IEA
0005044,Q96JK4,HHIPL1,IEA
0005044,Q96JS3,PGBD1,IEA
0005044,Q96KG7,MEGF10,IDA
0005044,Q9BYE2,TMPRSS13,IEA
0005044,Q9GZM7,TINAGL1,IEA
0005044,Q9H2A7,CXCL16,TAS
0005044,Q9H3S3,TMPRSS5,IEA
0005044,Q9NPB9,ACKR4,IEA
0005044,Q9NR16,CD163L1,IEA
0005044,Q9NRS4,TMPRSS4,IEA
0005044,Q9NY15,STAB1,IDA
0005044,Q9UEW3,MARCO,IEA
0005044,Q9UGM3,DMBT1,TAS
0005044,Q9UGM3,DMBT1,NAS
0005044,Q9UGT4,SUSD2,IEA
0005044,Q9UJW2,TINAG,IEA
0005044,Q9Y4K0,LOXL2,IEA
0005044,Q9H2A7,CXCL16,IBA
0016964,Q07954,LRP1,TAS
0016964,Q07954,LRP1,IMP
0016185,Q05193,DNM1,IEA
0016185,Q9UQ16,DNM3,IEA
0016185,Q9UQ16,DNM3,IBA
0016185,Q05193,DNM1,IBA
0016185,P50570,DNM2,IBA
0070685,Q9Y5X3,SNX5,IDA
0031091,O00186,STXBP3,IDA
0031091,P02671,FGA,IDA
0031091,P02675,FGB,IDA
0031091,P02679,FGG,IDA
0031091,P04275,VWF,NAS
0031091,P05154,SERPINA5,IDA
0031091,P07093,SERPINE2,IDA
0031091,P07093,SERPINE2,IMP
0031091,P07996,THBS1,IDA
0031091,P09486,SPARC,IDA
0031091,P35442,THBS2,IDA
0031091,P51809,VAMP7,IDA
0031091,P61764,STXBP1,IDA
0031091,Q86YW5,TREML1,IEA
0031091,Q9H267,VPS33B,IDA
0031091,P35442,THBS2,IBA
0031091,P07996,THBS1,IBA
